"","Year","Season","Date","Prop.BG","Prop.Diatom","Prop.Flag","Prop.Green","Schmidt","Epi_Temp"
"44",2006,2,2006.33333333333,0.606511611853823,0.0290938322613151,0.242996238708365,0.121398317176496,56.0489595869254,25.469806408
"45",2006,3,2006.66666666667,0.749347731222853,0.0143243041148788,0.147602211522566,0.0887257531397024,5.09419124536754,19.5363247866667
"46",2007,1,2007,0.0430408546262576,0.00123767102040231,0.728207730829402,0.227513743523937,31.5490947974433,22.436666665
"47",2007,2,2007.33333333333,0.466375304158588,0.0290199353332734,0.322657118380508,0.181947642127631,38.6078213068028,26.929523808
"48",2007,3,2007.66666666667,0.251129183888784,0.0671771602267581,0.436144574415685,0.245549081468773,13.234694927774,21.554545455
"49",2008,1,2008,0.339522738421497,0.0145467753577841,0.46648163689324,0.179448849327479,20.5674762641083,17.8612662325
"50",2008,2,2008.33333333333,0.536910322380213,0.0131495034075208,0.265315776845607,0.184624397366659,30.9131844602368,24.9516161633333
"51",2008,3,2008.66666666667,0.744725098974712,0.00095563032912365,0.133566406689219,0.120752864006945,8.20822847682785,21.56388889
"52",2009,1,2009,0.620114112720013,0.00568959052299782,0.248632905658893,0.125563391098096,32.814381080723,19.334524642
"53",2009,2,2009.33333333333,0.744640777159868,0.0213835723696861,0.124808718873659,0.109166931596787,31.7809346880118,23.8323148133333
"54",2009,3,2009.66666666667,0.482013856834838,0.0013515390772164,0.388134918823976,0.128499685263969,2.49705328747697,21.138811185
"55",2010,1,2010,0.20783158766074,0.0980678183936468,0.479566330345267,0.214534263600346,23.7192355029785,19.867417028
"56",2010,2,2010.33333333333,0.915762830702563,0.0135284857103108,0.0421914702261086,0.0285172133610174,38.9327759876693,27.5709821425
"57",2010,3,2010.66666666667,0.837426928729866,0.0355433806310009,0.0821420832936922,0.0448876073454413,7.1385179904411,23.4317016333333
"58",2011,1,2011,0.353871016388129,0.126358273787497,0.323109581726121,0.196661128098253,42.002298110637,20.24107143
"59",2011,2,2011.33333333333,0.859615642610879,0.00828856773419648,0.0879274075622441,0.0441683820926799,48.0591152533119,28.5402777766667
"60",2011,3,2011.66666666667,0.631909478227618,0.0367745006178794,0.144050751959445,0.187265269195058,4.67504601037897,19.7534188033333
"61",2012,1,2012,0.198695452654169,0.233989767597039,0.470401912922623,0.0969128668261691,23.6363602411876,22.293344158
"62",2012,2,2012.33333333333,0.853623769988908,0.0193655961860672,0.0817196112839698,0.0452910225410549,22.6003439800264,26.963065475
"63",2012,3,2012.66666666667,0.68333828944528,0.0458076400252896,0.161001873711516,0.109852196817914,7.10416953610458,21.70448718
